序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
11,23767BE1-989A-429F-A01C-F223F44D0B55_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/23767BE1-989A-429F-A01C-F223F44D0B55_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
12,248DCCF8-0A14-4B29-BF97-68B168184A04_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/248DCCF8-0A14-4B29-BF97-68B168184A04_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
13,2CA323B1-8224-4D8E-88F9-0712D6884FD7_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/2CA323B1-8224-4D8E-88F9-0712D6884FD7_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
14,2D65BCC8-A451-4EC9-BDE2-03B5173BBD11_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/2D65BCC8-A451-4EC9-BDE2-03B5173BBD11_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
15,3105DB4A-844F-4190-81E4-8ED61CB4BD02_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/3105DB4A-844F-4190-81E4-8ED61CB4BD02_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
16,3A5B8673-5A1B-40B9-AA0B-2ECE4D7939D4_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/3A5B8673-5A1B-40B9-AA0B-2ECE4D7939D4_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
17,3A79010C-B329-4A87-91D0-12428243D1D5_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/3A79010C-B329-4A87-91D0-12428243D1D5_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
18,43670077-439C-4FB1-A9D5-D83D8B045ACD_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/43670077-439C-4FB1-A9D5-D83D8B045ACD_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
19,46F32BFD-4468-45C2-829E-2512DD02E259_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/46F32BFD-4468-45C2-829E-2512DD02E259_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
20,49F84CED-6FA8-4D1C-BEC2-0C80E9F21396_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/49F84CED-6FA8-4D1C-BEC2-0C80E9F21396_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
21,4DC5F8A3-6751-4B1C-ACE6-5A7DFBE577C8_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/4DC5F8A3-6751-4B1C-ACE6-5A7DFBE577C8_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
22,4E4C8329-6992-403E-9406-329F37D6B06C_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/4E4C8329-6992-403E-9406-329F37D6B06C_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
23,5205677B-50E0-42C4-8A2D-F1EB1051FDFE_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/5205677B-50E0-42C4-8A2D-F1EB1051FDFE_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
24,5B559DB0-3B60-41E8-BF35-C7CAA0D63FAA_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/5B559DB0-3B60-41E8-BF35-C7CAA0D63FAA_big.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
25,5BFD6D32-C8FE-498D-AE10-0DE72844E9C5_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/5BFD6D32-C8FE-498D-AE10-0DE72844E9C5_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
26,5CE616EA-3F42-4B75-B209-334DA3C9EE24_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/5CE616EA-3F42-4B75-B209-334DA3C9EE24_big.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
27,5EAD6437-A25E-4324-992C-9B5225E360C4_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/5EAD6437-A25E-4324-992C-9B5225E360C4_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
28,640B0703-75C1-4D7C-91CA-9D93708A1C6A_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/640B0703-75C1-4D7C-91CA-9D93708A1C6A_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
29,65E569E6-BD43-40EB-9442-C4BDD1CAB652_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/65E569E6-BD43-40EB-9442-C4BDD1CAB652_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
30,6814ACB0-21E0-4D19-87DB-D6220301233C_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/6814ACB0-21E0-4D19-87DB-D6220301233C_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
31,75BD849F-D6B0-48C3-B0C7-6E275642297C_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/75BD849F-D6B0-48C3-B0C7-6E275642297C_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
32,7B79314A-E8B5-4110-AC1E-B064759EA937_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/7B79314A-E8B5-4110-AC1E-B064759EA937_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
33,7E0FFF37-8B24-45DD-AC50-A19D1B4C8C34_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/7E0FFF37-8B24-45DD-AC50-A19D1B4C8C34_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
34,7FBF1A3B-4E5F-461C-8EC9-FC3AFC749491_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/商务舱/images/7FBF1A3B-4E5F-461C-8EC9-FC3AFC749491_hd.jpg,夢疾風,2026年02月21日 11:32,2026.2.9 EK384 BKK-HKG 座位舒适度尚可，餐食一般，乘务组拉完了： 1.点餐时前菜仅有一款，但是你不和他特意说要就默认不给你上 2.极少巡舱，我的呼唤灯亮了十分钟没人管，直接去前面找乘务了 3.商务舱落地前送的巧克力居然左边过道座位有右边过道座位没有，不知道是发漏了还是不够了，给人气笑了 优点也是有的： 空中酒吧不错，适合聊天，特调多 曼谷休息室不错 两小时航班默认先在座位上给两瓶依云+一瓶巴黎水+MM豆+小吃，还有拖鞋眼罩，绝对不是吐槽某个深绿色廉航（,0,
