序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
33,pack01_033.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_033.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
34,pack01_034.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_034.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
35,pack01_035.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_035.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
36,pack01_036.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_036.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
37,pack01_037.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_037.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
38,pack01_038.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_038.jpg,6岔路口矢泽兔熊,2026年02月21日 11:11,2024.06.28 KL896 PVG-AMS B777-200ER PHBQO 经济舱第一排,0,
39,pack01_039.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_039.jpg,ppl,2026年02月21日 11:08,7.2 jl89 HND-PVG,0,
40,pack01_040.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack01_040.jpg,ppl,2026年02月21日 11:08,7.2 jl89 HND-PVG,0,
41,pack02_001.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_001.jpg,ppl,2026年02月21日 11:08,7.2 jl89 HND-PVG,0,
42,pack02_002.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_002.jpg,ppl,2026年02月21日 11:08,7.2 jl89 HND-PVG,0,
43,pack02_003.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_003.jpg,ppl,2026年02月21日 11:08,7.2 jl89 HND-PVG,0,
44,pack02_004.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_004.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
45,pack02_005.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_005.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
46,pack02_006.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_006.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
47,pack02_007.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_007.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
48,pack02_008.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_008.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
49,pack02_009.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_009.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
50,pack02_010.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_010.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
51,pack02_011.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_011.jpg,6岔路口矢泽兔熊,2026年02月21日 10:25,2025.08.24 HU7606 SHA-PEK B208T B787-9,0,
52,pack02_012.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_012.jpg,可劲,2026年02月21日 10:09,JAL Boeing 787-8 jl894 eco第一排,0,
53,pack02_013.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_013.jpg,可劲,2026年02月21日 10:09,JAL Boeing 787-8 jl894 eco第一排,0,
54,pack02_014.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_014.jpg,可劲,2026年02月21日 10:09,JAL Boeing 787-8 jl894 eco第一排,0,
55,pack02_015.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_015.jpg,可劲,2026年02月21日 10:09,JAL Boeing 787-8 jl894 eco第一排,0,
56,pack02_016.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_016.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
57,pack02_017.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_017.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
58,pack02_018.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_018.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
59,pack02_019.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_019.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
60,pack02_020.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_020.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
61,pack02_021.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_021.jpg,夢疾風,2026年02月21日 10:05,2026.2.6 TG408 BKK-SIN 超绝老登B772再就业，间隔很爽，餐食还行,0,
62,pack02_022.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_022.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
63,pack02_023.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_023.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
64,pack02_024.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_024.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
65,pack02_025.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_025.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
66,pack02_026.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_026.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
67,pack02_027.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_027.jpg,可劲,2026年02月21日 10:04,jal boeing 767-300er jl873 eco第一排,0,
68,pack02_028.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_028.jpg,心语松月,2026年02月21日 10:02,cx hkg-sin,0,
69,pack02_029.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_029.jpg,6岔路口矢泽兔熊,2026年02月21日 10:01,2026.01.17 SK2813 CPH-ALC 某种北欧航空的A320CEO最后一排超绝面壁,0,
70,pack02_030.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_030.jpg,6岔路口矢泽兔熊,2026年02月21日 10:01,2026.01.17 SK2813 CPH-ALC 某种北欧航空的A320CEO最后一排超绝面壁,0,
71,pack02_031.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_031.jpg,6岔路口矢泽兔熊,2026年02月21日 10:01,2026.01.17 SK2813 CPH-ALC 某种北欧航空的A320CEO最后一排超绝面壁,0,
72,pack02_032.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_032.jpg,6岔路口矢泽兔熊,2026年02月21日 10:01,2026.01.17 SK2813 CPH-ALC 某种北欧航空的A320CEO最后一排超绝面壁,0,
73,pack02_033.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_033.jpg,6岔路口矢泽兔熊,2026年02月21日 10:00,2026.01.17 SK2813 CPH-ALC 某种北欧航空的A320CEO最后一排超绝面壁,0,
74,pack02_034.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_034.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
75,pack02_035.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_035.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
76,pack02_036.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_036.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
77,pack02_037.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_037.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
78,pack02_038.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_038.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
79,pack02_039.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_039.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
80,pack02_040.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack02_040.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
81,pack03_001.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_001.jpg,6岔路口矢泽兔熊,2026年02月21日 09:42,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
82,pack03_002.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_002.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
83,pack03_003.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_003.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
84,pack03_004.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_004.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
85,pack03_005.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_005.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
86,pack03_006.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_006.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
87,pack03_007.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_007.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
88,pack03_008.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/pack03_008.jpg,6岔路口矢泽兔熊,2026年02月21日 09:41,2026.02.02 MF811 XMN-AMS B787-8 B-2761,0,
89,05604817-2C54-40AC-AC94-01A14D0C32D6_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/05604817-2C54-40AC-AC94-01A14D0C32D6_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
90,0E2521C2-4E65-4889-9686-4D004C30F6C2_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/0E2521C2-4E65-4889-9686-4D004C30F6C2_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
91,0EA5ABE1-6F30-41C9-AD7C-129857C52C9D_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/0EA5ABE1-6F30-41C9-AD7C-129857C52C9D_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
92,1D3119DD-822F-4F8A-A88D-5E911930D561_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/1D3119DD-822F-4F8A-A88D-5E911930D561_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
93,1DD08D5C-F8EE-4CCB-BB95-73B3319B02C9_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/1DD08D5C-F8EE-4CCB-BB95-73B3319B02C9_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
94,35C5B167-B134-466D-8FEC-B80D2DA6ABC9_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/35C5B167-B134-466D-8FEC-B80D2DA6ABC9_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
95,48270EBA-B84C-479C-8DD2-24ADBF5AF0D4_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/48270EBA-B84C-479C-8DD2-24ADBF5AF0D4_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
96,5A979EC1-B4A2-4B0D-A34E-72A8FD876574_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/5A979EC1-B4A2-4B0D-A34E-72A8FD876574_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
97,62D31ED0-2343-426F-9F41-A366AC701D4D_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/62D31ED0-2343-426F-9F41-A366AC701D4D_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
98,729653B3-CA56-44C3-8EA4-7FEA80AE5C6A_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/729653B3-CA56-44C3-8EA4-7FEA80AE5C6A_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
99,76A51F5E-E78C-4CBE-A268-446EFB29BF3E_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/76A51F5E-E78C-4CBE-A268-446EFB29BF3E_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
100,84C02CC9-DE98-4003-9035-0906E739E714_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/84C02CC9-DE98-4003-9035-0906E739E714_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
101,895BD46B-B5EC-476B-A13B-D94734EDBD5B_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/895BD46B-B5EC-476B-A13B-D94734EDBD5B_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
102,90F69ACB-5BC8-4DCC-86D9-EBB9A77D07E3_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/90F69ACB-5BC8-4DCC-86D9-EBB9A77D07E3_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
103,917552E0-8C4A-4A46-AB81-CADB9AA8709D_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/917552E0-8C4A-4A46-AB81-CADB9AA8709D_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
104,9D1EA184-C2D0-4C1E-8104-F2D86EC117AC_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/9D1EA184-C2D0-4C1E-8104-F2D86EC117AC_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
105,C7A39D25-F5B6-4C18-A098-D9E0673D7BAC_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/C7A39D25-F5B6-4C18-A098-D9E0673D7BAC_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
106,CE8590EE-9BE8-4DC0-B998-E4B4F111BA7F_hd.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/CE8590EE-9BE8-4DC0-B998-E4B4F111BA7F_hd.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
107,DDA06599-051F-43D8-B498-8DA71275F5A0_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/DDA06599-051F-43D8-B498-8DA71275F5A0_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
108,E700520C-56C1-4F1D-A493-E142CCAE6E3F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/全服务航司经济舱/images/E700520C-56C1-4F1D-A493-E142CCAE6E3F_big.jpg,彼岸城主,2026年03月03日 19:57,2025.11.03 HU7920 HND=PEK 海鲜餐+两种默认配餐,0,
